D:\anaconda3\python.exe E:/zhangxirui/RAFT/train.py 
Namespace(name='raft-kitti', stage='kitti', restore_ckpt='checkpoints/raft-sintel.pth', small=False, validation=['kitti'], lr=0.0001, num_steps=120000, batch_size=8, image_size=[288, 960], gpus=[0], mixed_precision=True, iters=12, wdecay=1e-05, epsilon=1e-08, clip=1.0, dropout=0.0, gamma=0.85, add_noise=False)
Parameter Count: 10584674
Training with 200 image pairs
D:\anaconda3\lib\site-packages\torch\functional.py:445: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at  ..\aten\src\ATen\native\TensorShape.cpp:2157.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
[ 22400,  0.0000856]     0.8901,     0.9748,     0.9885,     0.5377, 
[ 22500,  0.0000855]     0.8890,     0.9743,     0.9880,     0.5442, 
Validation KITTI: 0.723610, 1.867426
[ 22600,  0.0000855]     0.8929,     0.9748,     0.9878,     0.5411, 
[ 22700,  0.0000854]     0.8924,     0.9755,     0.9884,     0.5287, 
[ 22800,  0.0000853]     0.8910,     0.9755,     0.9884,     0.5404, 
[ 22900,  0.0000852]     0.8912,     0.9745,     0.9880,     0.5408, 
[ 23000,  0.0000851]     0.8925,     0.9758,     0.9887,     0.5315, 
[ 23100,  0.0000850]     0.8931,     0.9767,     0.9893,     0.5209, 
[ 23200,  0.0000849]     0.8919,     0.9757,     0.9888,     0.5302, 
[ 23300,  0.0000848]     0.8943,     0.9765,     0.9891,     0.5245, 
[ 23400,  0.0000848]     0.8904,     0.9757,     0.9888,     0.5324, 
[ 23500,  0.0000847]     0.8918,     0.9763,     0.9890,     0.5269, 
[ 23600,  0.0000846]     0.8940,     0.9762,     0.9886,     0.5311, 
[ 23700,  0.0000845]     0.8932,     0.9759,     0.9887,     0.5331, 
[ 23800,  0.0000844]     0.8939,     0.9758,     0.9889,     0.5273, 
[ 23900,  0.0000843]     0.8939,     0.9761,     0.9889,     0.5262, 
[ 24000,  0.0000842]     0.8922,     0.9749,     0.9879,     0.5395, 
[ 24100,  0.0000841]     0.8964,     0.9771,     0.9895,     0.5138, 
[ 24200,  0.0000841]     0.8930,     0.9760,     0.9889,     0.5319, 
[ 24300,  0.0000840]     0.8944,     0.9757,     0.9885,     0.5292, 
[ 24400,  0.0000839]     0.8948,     0.9761,     0.9888,     0.5292, 
[ 24500,  0.0000838]     0.8955,     0.9767,     0.9893,     0.5182, 
[ 24600,  0.0000837]     0.8921,     0.9757,     0.9886,     0.5292, 
[ 24700,  0.0000836]     0.8950,     0.9762,     0.9889,     0.5220, 
[ 24800,  0.0000835]     0.8970,     0.9766,     0.9891,     0.5136, 
[ 24900,  0.0000834]     0.8943,     0.9759,     0.9887,     0.5255, 
[ 25000,  0.0000834]     0.8954,     0.9764,     0.9890,     0.5181, 
Validation KITTI: 0.698616, 1.787127
[ 25100,  0.0000833]     0.8944,     0.9772,     0.9897,     0.5163, 
[ 25200,  0.0000832]     0.8971,     0.9775,     0.9895,     0.5110, 
[ 25300,  0.0000831]     0.8940,     0.9758,     0.9890,     0.5228, 
[ 25400,  0.0000830]     0.8963,     0.9773,     0.9896,     0.5067, 
[ 25500,  0.0000829]     0.8959,     0.9772,     0.9895,     0.5164, 
[ 25600,  0.0000828]     0.8940,     0.9767,     0.9893,     0.5160, 
[ 25700,  0.0000827]     0.8940,     0.9766,     0.9894,     0.5242, 
[ 25800,  0.0000827]     0.8936,     0.9764,     0.9894,     0.5193, 
[ 25900,  0.0000826]     0.8946,     0.9766,     0.9891,     0.5224, 
[ 26000,  0.0000825]     0.8945,     0.9762,     0.9887,     0.5232, 
[ 26100,  0.0000824]     0.8967,     0.9767,     0.9890,     0.5165, 
[ 26200,  0.0000823]     0.8961,     0.9773,     0.9894,     0.5131, 
[ 26300,  0.0000822]     0.8991,     0.9781,     0.9900,     0.5009, 
[ 26400,  0.0000821]     0.8934,     0.9765,     0.9891,     0.5249, 
[ 26500,  0.0000820]     0.8989,     0.9774,     0.9896,     0.5032, 
[ 26600,  0.0000819]     0.8970,     0.9772,     0.9895,     0.5131, 
[ 26700,  0.0000819]     0.8963,     0.9769,     0.9893,     0.5160, 
[ 26800,  0.0000818]     0.8968,     0.9775,     0.9896,     0.5127, 
[ 26900,  0.0000817]     0.8963,     0.9774,     0.9897,     0.5055, 
[ 27000,  0.0000816]     0.8969,     0.9771,     0.9894,     0.5088, 
[ 27100,  0.0000815]     0.8992,     0.9776,     0.9897,     0.5038, 
[ 27200,  0.0000814]     0.8962,     0.9774,     0.9896,     0.5109, 
[ 27300,  0.0000813]     0.9001,     0.9779,     0.9899,     0.4959, 
[ 27400,  0.0000812]     0.8960,     0.9765,     0.9892,     0.5179, 
[ 27500,  0.0000812]     0.8977,     0.9773,     0.9896,     0.5049, 
Validation KITTI: 0.703049, 1.705615
[ 27600,  0.0000811]     0.9000,     0.9781,     0.9900,     0.4968, 
[ 27700,  0.0000810]     0.8988,     0.9773,     0.9896,     0.5074, 
[ 27800,  0.0000809]     0.8952,     0.9768,     0.9894,     0.5176, 
[ 27900,  0.0000808]     0.8999,     0.9779,     0.9898,     0.4992, 
[ 28000,  0.0000807]     0.8983,     0.9783,     0.9903,     0.4997, 
[ 28100,  0.0000806]     0.9018,     0.9784,     0.9900,     0.4933, 
[ 28200,  0.0000805]     0.8974,     0.9772,     0.9893,     0.5085, 
[ 28300,  0.0000805]     0.8995,     0.9782,     0.9900,     0.5024, 
[ 28400,  0.0000804]     0.8995,     0.9773,     0.9896,     0.5013, 
[ 28500,  0.0000803]     0.9004,     0.9791,     0.9904,     0.4933, 
[ 28600,  0.0000802]     0.8982,     0.9775,     0.9898,     0.5012, 
[ 28700,  0.0000801]     0.8980,     0.9776,     0.9897,     0.5048, 
[ 28800,  0.0000800]     0.8959,     0.9773,     0.9895,     0.5136, 
[ 28900,  0.0000799]     0.9001,     0.9782,     0.9899,     0.5028, 
[ 29000,  0.0000798]     0.8967,     0.9770,     0.9894,     0.5110, 
[ 29100,  0.0000798]     0.8979,     0.9771,     0.9893,     0.5104, 
[ 29200,  0.0000797]     0.9001,     0.9784,     0.9903,     0.4951, 
[ 29300,  0.0000796]     0.9002,     0.9779,     0.9897,     0.4987, 
[ 29400,  0.0000795]     0.9003,     0.9785,     0.9902,     0.4935, 
[ 29500,  0.0000794]     0.8999,     0.9789,     0.9906,     0.4913, 
[ 29600,  0.0000793]     0.8968,     0.9780,     0.9900,     0.5061, 
[ 29700,  0.0000792]     0.9015,     0.9788,     0.9902,     0.4916, 
[ 29800,  0.0000791]     0.9005,     0.9788,     0.9905,     0.4883, 
[ 29900,  0.0000791]     0.8996,     0.9783,     0.9902,     0.4936, 
[ 30000,  0.0000790]     0.8991,     0.9779,     0.9900,     0.5004, 
Validation KITTI: 0.665716, 1.583101
